Order	Family	Subfamily	Genus	Species	Type Species?	Genome Composition
Bunyavirales	Feraviridae		Orthoferavirus	Ferak orthoferavirus	1	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Actinidia chlorotic ringspot-associated emaravirus	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	European mountain ash ringspot-associated emaravirus	1	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Fig mosaic emaravirus	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	High Plains wheat mosaic emaravirus	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Pigeonpea sterility mosaic emaravirus 1	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Pigeonpea sterility mosaic emaravirus 2	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Raspberry leaf blotch emaravirus	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Redbud yellow ringspot-associated emaravirus	0	ssRNA(-)
Bunyavirales	Fimoviridae		Emaravirus	Rose rosette emaravirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Amga orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Andes orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Asama orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Asikkala orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Bayou orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Black Creek Canal orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Bowe orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Bruges orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Cano Delgadito orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Cao Bang orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Choclo orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Dabieshan orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Dobrava-Belgrade orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	El Moro Canyon orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Fugong orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Fusong orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Hantaan orthohantavirus	1	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Imjin orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Jeju orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Kenkeme orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Khabarovsk orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Laguna Negra orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Laibin orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Longquan orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Luxi orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Maporal orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Montano orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Necocli orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Nova orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Oxbow orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Prospect Hill orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Puumala orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Quezon orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Rockport orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Sangassou orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Seoul orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Sin Nombre orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Thailand orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Thottapalayam orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Tula orthohantavirus	0	ssRNA(-)
Bunyavirales	Hantaviridae		Orthohantavirus	Yakeshi orthohantavirus	0	ssRNA(-)
Bunyavirales	Jonviridae		Orthojonvirus	Jonchet orthojonvirus	1	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Artashat orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Chim orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Dera Ghazi Khan orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Dugbe orthonairovirus	1	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Hazara orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Hughes orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Kasokero orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Keterah orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Nairobi sheep disease orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Qalyub orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Sakhalin orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Tamdy orthonairovirus	0	ssRNA(-)
Bunyavirales	Nairoviridae		Orthonairovirus	Thiafora orthonairovirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Herbevirus	Herbert herbevirus	1	ssRNA(-)
Bunyavirales	Peribunyaviridae		Herbevirus	Kibale herbevirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Herbevirus	Shuangao insect herbevirus 1	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Herbevirus	Tai herbevirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Acara orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Akabane orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Alajuela orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Anopheles A orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Anopheles B orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bakau orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Batama orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Benevides orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bertioga orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bimiti orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Botambi orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bunyamwera orthobunyavirus	1	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bushbush orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Bwamba orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	California encephalitis orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Capim orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Caraparu orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Catu orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Estero Real orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Gamboa orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Guajara orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Guama orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Guaroa orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Kaeng Khoi orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Kairi orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Koongol orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Madrid orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Main Drain orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Manzanilla orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Marituba orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Minatitlan orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	MPoko orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Nyando orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Olifantsvlei orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Oriboca orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Oropouche orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Patois orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Sathuperi orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Shamonda orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Shuni orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Simbu orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Tacaiuma orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Tete orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Thimiri orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Timboteua orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Turlock orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Wolkberg orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Wyeomyia orthobunyavirus	0	ssRNA(-)
Bunyavirales	Peribunyaviridae		Orthobunyavirus	Zegla orthobunyavirus	0	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Kigluaik phantom orthophasmavirus	1	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Nome phantom orthophasmavirus	0	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Shuangao insect orthophasmavirus 2	0	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuchang cockroach orthophasmavirus 1	0	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuhan mosquito orthophasmavirus 1	0	ssRNA(-)
Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuhan mosquito orthophasmavirus 2	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Goukovirus	Cumuto goukovirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Goukovirus	Gouleako goukovirus	1	ssRNA(-)
Bunyavirales	Phenuiviridae		Goukovirus	Yichang insect goukovirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Phasivirus	Badu phasivirus	1	ssRNA(-)
Bunyavirales	Phenuiviridae		Phasivirus	Phasi Charoen-like phasivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Phasivirus	Wuhan fly phasivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Phasivirus	Wutai mosquito phasivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Phlebovirus	Bujaru phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Candiru phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Chilibre phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Frijoles phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Punta Toro phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Rift Valley fever phlebovirus	1	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Salehabad phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Sandfly fever Naples phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	SFTS phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Phlebovirus	Uukuniemi phlebovirus	0	ssRNA(+/-)
Bunyavirales	Phenuiviridae		Tenuivirus	Echinochloa hoja blanca tenuivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Iranian wheat stripe tenuivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Maize stripe tenuivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Rice grassy stunt tenuivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Rice hoja blanca tenuivirus	0	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Rice stripe tenuivirus	1	ssRNA(-)
Bunyavirales	Phenuiviridae		Tenuivirus	Urochloa hoja blanca tenuivirus	0	ssRNA(-)
Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut bud necrosis orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut ringspot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut yellow spot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Impatiens necrotic spot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Iris yellow spot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Polygonum ringspot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Tomato chlorotic spot orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Tomato spotted wilt orthotospovirus	1	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Watermelon bud necrosis orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Watermelon silver mottle orthotospovirus	0	ssRNA(+/-)
Bunyavirales	Tospoviridae		Orthotospovirus	Zucchini lethal chlorosis orthotospovirus	0	ssRNA(+/-)
Caudovirales	Ackermannviridae	Aglimvirinae	Ag3virus	Salmonella virus SKML39	0	dsDNA
Caudovirales	Ackermannviridae	Aglimvirinae	Ag3virus	Shigella virus AG3	1	dsDNA
Caudovirales	Ackermannviridae	Aglimvirinae	Limestonevirus	Dickeya virus Limestone	1	dsDNA
Caudovirales	Ackermannviridae	Aglimvirinae	Limestonevirus	Dickeya virus RC2014	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Escherichia virus CBA120	1	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Escherichia virus PhaxI	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus 38	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus Det7	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus GG32	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus PM10	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus SFP10	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus SH19	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Cba120virus	Salmonella virus SJ3	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Escherichia virus ECML4	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Salmonella virus Marshall	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Salmonella virus Maynard	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Salmonella virus SJ2	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Salmonella virus STML131	0	dsDNA
Caudovirales	Ackermannviridae	Cvivirinae	Vi1virus	Salmonella virus ViI	1	dsDNA
Caudovirales	Ackermannviridae		Unassigned	Erwinia virus Ea2809	0	dsDNA
Caudovirales	Ackermannviridae		Unassigned	Klebsiella virus 0507KN21	0	dsDNA
Caudovirales	Ackermannviridae		Unassigned	Serratia virus IME250	0	dsDNA
Caudovirales	Ackermannviridae		Unassigned	Serratia virus MAM1	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CP21	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CP220	1	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CPt10	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus IBB35	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CP81	1	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CP30A	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CPX	0	dsDNA
Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus NCTC12673	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus Ea214	1	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus M7	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus AYO145A	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus EC6	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus HY02	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus JH2	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus TP1	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus VpaE1	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus wV8	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus FelixO1	1	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus HB2014	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus Mushroom	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus UAB87	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Mooglevirus	Citrobacter virus Moogle	1	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Mooglevirus	Citrobacter virus Mordin	0	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Suspvirus	Escherichia virus SUSP1	1	dsDNA
Caudovirales	Myoviridae	Ounavirinae	Suspvirus	Escherichia virus SUSP2	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Aeromonas virus phiO18P	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Haemophilus virus HP1	1	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Haemophilus virus HP2	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Pasteurella virus F108	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Vibrio virus K139	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Vibrio virus Kappa	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phi52237	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE122	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE202	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus 186	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus P2	1	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus Wphi	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Mannheimia virus PHL101	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Pseudomonas virus phiCTX	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Ralstonia virus RSA1	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus Fels2	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus PsP3	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus SopEphi	0	dsDNA
Caudovirales	Myoviridae	Peduovirinae	P2virus	Yersinia virus L413C	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus G1	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus G15	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus JD7	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus K	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus MCE2014	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus P108	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus Rodi	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus S253	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus S25-4	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus SA12	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	P100virus	Listeria virus A511	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	P100virus	Listeria virus P100	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus Remus	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus SA11	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus Stau2	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Spo1virus	Bacillus virus Camphawk	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Spo1virus	Bacillus virus SPO1	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Tsarbombavirus	Bacillus virus BCP78	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Tsarbombavirus	Bacillus virus TsarBomba	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Twortvirus	Staphylococcus virus Twort	1	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Unassigned	Enterococcus virus phiEC24C	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Unassigned	Lactobacillus virus Lb338-1	0	dsDNA
Caudovirales	Myoviridae	Spounavirinae	Unassigned	Lactobacillus virus LP65	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Cc31virus	Enterobacter virus PG7	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Cc31virus	Escherichia virus CC31	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Jd18virus	Klebsiella virus JD18	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Jd18virus	Klebsiella virus PKO111	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus Bp7	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus IME08	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus JS10	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus JS98	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus QL01	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Js98virus	Escherichia virus VR5	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Enterobacter virus Eap3	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Klebsiella virus KP15	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Klebsiella virus KP27	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Klebsiella virus Matisse	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Klebsiella virus Miro	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Moonvirus	Citrobacter virus Merlin	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Moonvirus	Citrobacter virus Moon	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb49virus	Escherichia virus JSE	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb49virus	Escherichia virus phi1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb49virus	Escherichia virus RB49	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb69virus	Escherichia virus HX01	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb69virus	Escherichia virus JS09	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb69virus	Escherichia virus RB69	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Rb69virus	Shigella virus UTAM	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	S16virus	Salmonella virus S16	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	S16virus	Salmonella virus STML198	0	dsDNA
