Order	Family	Subfamily	Genus	Species	Type Species?	Genome Composition
Unassigned	Polyomaviridae		Betapolyomavirus	Myodes glareolus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Myotis lucifugus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Pan troglodytes polyomavirus 8	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Papio cynocephalus polyomavirus 2	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Pteronotus davyi polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Pteronotus parnellii polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Rattus norvegicus polyomavirus 2	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Saimiri boliviensis polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Saimiri sciureus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Vicugna pacos polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Betapolyomavirus	Zalophus californianus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Deltapolyomavirus	Human polyomavirus 6	1	dsDNA
Unassigned	Polyomaviridae		Deltapolyomavirus	Human polyomavirus 7	0	dsDNA
Unassigned	Polyomaviridae		Deltapolyomavirus	Human polyomavirus 10	0	dsDNA
Unassigned	Polyomaviridae		Deltapolyomavirus	Human polyomavirus 11	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Anser anser polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Aves polyomavirus 1	1	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Corvus monedula polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Cracticus torquatus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Erythrura gouldiae polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Lonchura maja polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Pygoscelis adeliae polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Pyrrhula pyrrhula polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Gammapolyomavirus	Serinus canaria polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Unassigned	Bos taurus polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Unassigned	Centropristis striata polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Unassigned	Delphinus delphis polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Unassigned	Rhynchobatus djiddensis polyomavirus 1	0	dsDNA
Unassigned	Polyomaviridae		Unassigned	Trematomus pennellii polyomavirus 1	0	dsDNA
Unassigned	Portogloboviridae		Alphaportoglobovirus	Sulfolobus alphaportoglobovirus 1	1	dsDNA
Unassigned	Pospiviroidae		Apscaviroid	Apple dimple fruit viroid	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Apple scar skin viroid	1	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Australian grapevine viroid	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Citrus bent leaf viroid	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Citrus dwarfing viroid	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Citrus viroid V	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Citrus viroid VI	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Grapevine yellow speckle viroid 1	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Grapevine yellow speckle viroid 2	0	Viroid
Unassigned	Pospiviroidae		Apscaviroid	Pear blister canker viroid	0	Viroid
Unassigned	Pospiviroidae		Cocadviroid	Citrus bark cracking viroid	0	Viroid
Unassigned	Pospiviroidae		Cocadviroid	Coconut cadang-cadang viroid	1	Viroid
Unassigned	Pospiviroidae		Cocadviroid	Coconut tinangaja viroid	0	Viroid
Unassigned	Pospiviroidae		Cocadviroid	Hop latent viroid	0	Viroid
Unassigned	Pospiviroidae		Coleviroid	Coleus blumei viroid 1	1	Viroid
Unassigned	Pospiviroidae		Coleviroid	Coleus blumei viroid 2	0	Viroid
Unassigned	Pospiviroidae		Coleviroid	Coleus blumei viroid 3	0	Viroid
Unassigned	Pospiviroidae		Hostuviroid	Dahlia latent viroid	0	Viroid
Unassigned	Pospiviroidae		Hostuviroid	Hop stunt viroid	1	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Chrysanthemum stunt viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Citrus exocortis viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Columnea latent viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Iresine viroid 1	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Pepper chat fruit viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Potato spindle tuber viroid	1	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Tomato apical stunt viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Tomato chlorotic dwarf viroid	0	Viroid
Unassigned	Pospiviroidae		Pospiviroid	Tomato planta macho viroid	0	Viroid
Unassigned	Potyviridae		Bevemovirus	Bellflower veinal mottle virus	1	ssRNA(+)
Unassigned	Potyviridae		Brambyvirus	Blackberry virus Y	1	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Barley mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Barley yellow mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Oat mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Rice necrosis mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Wheat spindle streak mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Bymovirus	Wheat yellow mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Cassava brown streak virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Coccinia mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Cucumber vein yellowing virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Squash vein yellowing virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Sweet potato mild mottle virus	1	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Tomato mild mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Ipomovirus	Ugandan cassava brown streak virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Alpinia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Artichoke latent virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Broad-leafed dock virus A	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Cardamom mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Chinese yam necrotic mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Maclura mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Narcissus latent virus	0	ssRNA(+)
Unassigned	Potyviridae		Macluravirus	Yam chlorotic mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Poacevirus	Caladenia virus A	0	ssRNA(+)
Unassigned	Potyviridae		Poacevirus	Sugarcane streak mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Poacevirus	Triticum mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Algerian watermelon mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Alstroemeria mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Alternanthera mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Amaranthus leaf mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Amazon lily mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Angelica virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Apium virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Araujia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Arracacha mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Asparagus virus 1	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Banana bract mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Barbacena virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Basella rugose mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Bean common mosaic necrosis virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Bean common mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Bean yellow mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Beet mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Bidens mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Bidens mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Blue squill virus A	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Brugmansia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Brugmansia suaveolens mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Butterfly flower mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Calanthe mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Calla lily latent virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Callistephus mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Canna yellow streak virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Carnation vein mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Carrot thin leaf virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Carrot virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Catharanthus mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Celery mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ceratobium mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Chilli ringspot virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Chilli veinal mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Chinese artichoke mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Clitoria virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Clover yellow vein virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Cocksfoot streak virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Colombian datura virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Commelina mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Cowpea aphid-borne mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Cypripedium virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Cyrtanthus elatus virus A	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Daphne mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Daphne virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Dasheen mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Datura shoestring virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Diuris virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Donkey orchid virus A	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	East Asian Passiflora virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Endive necrotic mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Euphorbia ringspot virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Freesia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Fritillary virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Gloriosa stripe mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Habenaria mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Hardenbergia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Henbane mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Hibbertia virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Hippeastrum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Hyacinth mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Impatiens flower break virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Iris fulva mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Iris mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Iris severe mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Japanese yam mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Jasmine virus T	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Johnsongrass mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Kalanchoe mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Keunjorong mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Konjac mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Leek yellow stripe virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Lettuce Italian necrotic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Lettuce mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Lily mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Lupinus mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Lycoris mild mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Maize dwarf mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Malva vein clearing virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Meadow saffron breaking virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Moroccan watermelon mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Narcissus degeneration virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Narcissus late season yellows virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Narcissus yellow stripe virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Nerine yellow stripe virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Nothoscordum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Onion yellow dwarf virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ornithogalum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ornithogalum virus 2	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ornithogalum virus 3	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Panax virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Papaya leaf distortion mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Papaya ringspot virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Parsnip mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Passiflora chlorosis virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Passion fruit woodiness virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pea seed-borne mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Peanut mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pecan mosaic-associated virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pennisetum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pepper mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pepper severe mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pepper veinal mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pepper yellow mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Peru tomato mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pfaffia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pleione virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Plum pox virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Pokeweed mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Potato virus A	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Potato virus V	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Potato virus Y	1	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ranunculus leaf distortion virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ranunculus mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Ranunculus mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Rhopalanthe virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sarcochilus virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Scallion mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Shallot yellow stripe virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sorghum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Soybean mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Spiranthes mosaic virus 3	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sugarcane mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sunflower chlorotic mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sunflower mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sunflower mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sunflower ring blotch virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato feathery mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato latent virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato mild speckling virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato virus 2	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato virus C	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Sweet potato virus G	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tamarillo leaf malformation virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Telfairia mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Telosma mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Thunberg fritillary mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tobacco etch virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tobacco mosqueado virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tobacco vein banding mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tobacco vein mottling virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tomato necrotic stunt virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tradescantia mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tuberose mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tuberose mild mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tulip breaking virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Tulip mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Turnip mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Twisted-stalk chlorotic streak virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Vallota mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Vanilla distortion mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Verbena virus Y	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Watermelon leaf mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Watermelon mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Wild onion symptomless virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Wild potato mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Wild tomato mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Wisteria vein mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Yam mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Yam mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Yambean mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zantedeschia mild mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zea mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zucchini shoestring virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zucchini tigre mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zucchini yellow fleck virus	0	ssRNA(+)
Unassigned	Potyviridae		Potyvirus	Zucchini yellow mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Roymovirus	Rose yellow mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Rymovirus	Agropyron mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Rymovirus	Hordeum mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Rymovirus	Ryegrass mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Brome streak mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Oat necrotic mottle virus	0	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Tall oatgrass mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Wheat eqlid mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Wheat streak mosaic virus	1	ssRNA(+)
Unassigned	Potyviridae		Tritimovirus	Yellow oat grass mosaic virus	0	ssRNA(+)
Unassigned	Potyviridae		Unassigned	Spartina mottle virus	0	ssRNA(+)
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Canarypox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Fowlpox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Juncopox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Mynahpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Pigeonpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Psittacinepox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Quailpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Sparrowpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Starlingpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Turkeypox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Goatpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Lumpy skin disease virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Sheeppox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Centapoxvirus	Yokapox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Cervidpoxvirus	Mule deerpox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Crocodylidpoxvirus	Nile crocodilepox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Hare fibroma virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Myxoma virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Rabbit fibroma virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Squirrel fibroma virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Molluscipoxvirus	Molluscum contagiosum virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Camelpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Cowpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Ectromelia virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Monkeypox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Raccoonpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Skunkpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Taterapox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Vaccinia virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Variola virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Volepox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Bovine papular stomatitis virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Orf virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Parapoxvirus of red deer in New Zealand	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Pseudocowpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Suipoxvirus	Swinepox virus	1	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Pteropox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Squirrelpox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Tanapox virus	0	dsDNA
Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Yaba monkey tumor virus	1	dsDNA
Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Anomala cuprea entomopoxvirus	0	dsDNA
Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Aphodius tasmaniae entomopoxvirus	0	dsDNA
Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Demodema bonariensis entomopoxvirus	0	dsDNA
Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Dermolepida albohirtum entomopoxvirus	0	dsDNA
Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Figulus sublaevis entomopoxvirus	0	dsDNA
